province,municipality,auction_type,yr,qtr,outcome,n
Jaén,Torredonjimeno,JUDICIAL,2017,1,DESIERTA,2
Jaén,Torredonjimeno,JUDICIAL,2017,2,DESIERTA,2
Jaén,Torredonjimeno,JUDICIAL,2017,3,DESIERTA,1
Jaén,Torredonjimeno,JUDICIAL,2017,4,DESIERTA,1
Jaén,Torredonjimeno,JUDICIAL,2017,4,VENDIDA,1
Jaén,Torredonjimeno,JUDICIAL,2019,1,DESIERTA,1
Jaén,Torredonjimeno,JUDICIAL,2019,4,DESIERTA,1
Jaén,Torredonjimeno,JUDICIAL,2020,1,DESIERTA,1
Jaén,Torredonjimeno,JUDICIAL,2020,3,DESIERTA,1
Jaén,Torredonjimeno,JUDICIAL,2021,1,DESIERTA,3
Jaén,Torredonjimeno,JUDICIAL,2021,1,VENDIDA,1
Jaén,Torredonjimeno,JUDICIAL,2021,2,VENDIDA,1
Jaén,Torredonjimeno,JUDICIAL,2021,4,DESIERTA,3
Jaén,Torredonjimeno,JUDICIAL,2022,1,VENDIDA,1
Jaén,Torredonjimeno,JUDICIAL,2022,2,VENDIDA,1
Jaén,Torredonjimeno,JUDICIAL,2022,4,DESIERTA,1
Jaén,Torredonjimeno,JUDICIAL,2023,1,DESIERTA,1
Jaén,Torredonjimeno,JUDICIAL,2023,2,DESIERTA,2
Jaén,Torredonjimeno,JUDICIAL,2023,2,VENDIDA,2
Jaén,Torredonjimeno,JUDICIAL,2023,4,VENDIDA,1
Jaén,Torredonjimeno,JUDICIAL,2024,4,DESIERTA,2
Jaén,Torredonjimeno,JUDICIAL,2025,2,DESIERTA,1
Jaén,Torredonjimeno,JUDICIAL,2025,2,VENDIDA,1
Jaén,Torredonjimeno,JUDICIAL,2025,3,VENDIDA,1
Jaén,Torredonjimeno,JUDICIAL,2026,1,CANCELADA,3
Jaén,Torredonjimeno,JUDICIAL,2026,1,VENDIDA,1
Jaén,Torredonjimenor,JUDICIAL,2026,2,VENDIDA,1
Jaén,Torreperogil,AEAT,2021,3,VENDIDA,1
Jaén,Torreperogil,AEAT,2025,1,DESIERTA,1
Jaén,Torreperogil,AEAT,2026,2,VENDIDA,1
Jaén,Torreperogil,JUDICIAL,2016,1,DESIERTA,1
Jaén,Torreperogil,JUDICIAL,2018,4,DESIERTA,1
Jaén,Torreperogil,JUDICIAL,2019,2,DESIERTA,1
Jaén,Torreperogil,JUDICIAL,2019,2,VENDIDA,1
Jaén,Torreperogil,JUDICIAL,2019,3,DESIERTA,2
Jaén,Torreperogil,JUDICIAL,2021,2,VENDIDA,1
Jaén,Torreperogil,JUDICIAL,2022,1,DESIERTA,1
Jaén,Torreperogil,JUDICIAL,2022,2,DESIERTA,1
Jaén,Torreperogil,JUDICIAL,2023,4,VENDIDA,1
Jaén,Torreperogil,JUDICIAL,2024,1,DESIERTA,1
Jaén,Torreperogil,JUDICIAL,2024,4,VENDIDA,1
Jaén,Torreperogil,JUDICIAL,2025,1,DESIERTA,1
Jaén,Torreperogil,JUDICIAL,2025,2,DESIERTA,1
Jaén,Torreperogil,JUDICIAL,2026,1,CANCELADA,4
Jaén,Torreperogil,JUDICIAL,2026,1,DESIERTA,1
Jaén,Torreperogil,JUDICIAL,2026,3,DESIERTA,1
Jaén,Torreperogil,NOTARIAL,2022,1,DESIERTA,1
Jaén,Torreperogil,NOTARIAL,2026,1,CANCELADA,1
Jaén,Torrequebradilla,JUDICIAL,2017,2,VENDIDA,1
Jaén,Torrequebradilla,JUDICIAL,2026,1,DESIERTA,1
Jaén,Torres,JUDICIAL,2016,3,DESIERTA,1
Jaén,Torres,JUDICIAL,2017,4,DESIERTA,1
Jaén,Torres,JUDICIAL,2018,4,DESIERTA,1
Jaén,Torres,JUDICIAL,2019,1,DESIERTA,1
Jaén,Torrredelcampo,JUDICIAL,2023,1,VENDIDA,1
Jaén,Ubeda,AEAT,2019,2,VENDIDA,1
Jaén,Ubeda,AEAT,2019,3,VENDIDA,1
Jaén,Ubeda,AEAT,2020,1,VENDIDA,1
Jaén,Ubeda,AEAT,2020,3,VENDIDA,1
Jaén,Ubeda,AEAT,2021,3,CANCELADA,1
Jaén,Ubeda,AEAT,2022,3,CANCELADA,1
Jaén,Ubeda,AEAT,2023,1,VENDIDA,1
Jaén,Ubeda,AEAT,2024,3,VENDIDA,4
Jaén,Ubeda,AEAT,2025,3,VENDIDA,3
Jaén,Ubeda,AEAT,2026,3,VENDIDA,1
Jaén,Ubeda,JUDICIAL,2016,1,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2016,2,DESIERTA,2
Jaén,Ubeda,JUDICIAL,2016,2,VENDIDA,1
Jaén,Ubeda,JUDICIAL,2016,3,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2017,1,DESIERTA,2
Jaén,Ubeda,JUDICIAL,2017,2,DESIERTA,2
Jaén,Ubeda,JUDICIAL,2017,3,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2017,4,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2017,4,VENDIDA,1
Jaén,Ubeda,JUDICIAL,2018,2,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2018,2,VENDIDA,2
Jaén,Ubeda,JUDICIAL,2018,3,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2019,1,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2019,1,VENDIDA,1
Jaén,Ubeda,JUDICIAL,2019,2,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2019,2,VENDIDA,1
Jaén,Ubeda,JUDICIAL,2019,3,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2019,3,VENDIDA,1
Jaén,Ubeda,JUDICIAL,2019,4,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2019,4,VENDIDA,2
Jaén,Ubeda,JUDICIAL,2020,1,VENDIDA,1
Jaén,Ubeda,JUDICIAL,2020,3,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2020,4,DESIERTA,2
Jaén,Ubeda,JUDICIAL,2021,1,DESIERTA,3
Jaén,Ubeda,JUDICIAL,2021,1,VENDIDA,2
Jaén,Ubeda,JUDICIAL,2021,2,DESIERTA,6
Jaén,Ubeda,JUDICIAL,2021,2,VENDIDA,2
Jaén,Ubeda,JUDICIAL,2021,3,VENDIDA,1
Jaén,Ubeda,JUDICIAL,2021,4,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2021,4,VENDIDA,1
Jaén,Ubeda,JUDICIAL,2022,1,DESIERTA,2
Jaén,Ubeda,JUDICIAL,2022,1,VENDIDA,1
Jaén,Ubeda,JUDICIAL,2022,2,DESIERTA,2
Jaén,Ubeda,JUDICIAL,2022,2,VENDIDA,2
Jaén,Ubeda,JUDICIAL,2022,3,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2022,4,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2023,2,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2023,4,DESIERTA,3
Jaén,Ubeda,JUDICIAL,2024,1,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2024,3,VENDIDA,1
Jaén,Ubeda,JUDICIAL,2024,4,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2024,4,VENDIDA,1
Jaén,Ubeda,JUDICIAL,2025,1,VENDIDA,3
Jaén,Ubeda,JUDICIAL,2025,3,DESIERTA,1
Jaén,Ubeda,JUDICIAL,2025,3,VENDIDA,1
Jaén,Ubeda,JUDICIAL,2026,1,CANCELADA,10
Jaén,Ubeda,JUDICIAL,2026,2,VENDIDA,4
Jaén,Ubeda,OTRAS_TRIBUTARIAS,2026,3,VENDIDA,1
Jaén,Valdepenas,JUDICIAL,2017,4,DESIERTA,1
Jaén,Valdepeñas,JUDICIAL,2017,1,DESIERTA,1
Jaén,Valdepeñas,JUDICIAL,2017,4,VENDIDA,1
Jaén,Valdepeñas,JUDICIAL,2018,4,DESIERTA,1
Jaén,Valdepeñas,JUDICIAL,2025,1,DESIERTA,1
Jaén,Valdepeñas de Jaen,AEAT,2024,2,VENDIDA,1
Jaén,Valdepeñas de Jaen,JUDICIAL,2022,4,VENDIDA,1
Jaén,Valdepeñas de Jaen,JUDICIAL,2026,1,CANCELADA,1
Jaén,Venta los Santos -Montizon,JUDICIAL,2019,2,DESIERTA,1
Jaén,Venta los Santos. Montizon. Jaen,JUDICIAL,2019,2,DESIERTA,1
Jaén,Ventas de Carrizal,JUDICIAL,2021,1,VENDIDA,1
Jaén,Ventas del Carrizal,JUDICIAL,2022,4,DESIERTA,1
Jaén,Vilanueva de la Reina,JUDICIAL,2022,1,VENDIDA,1
Jaén,Vilatorres,JUDICIAL,2026,3,CANCELADA,1
Jaén,Vilches,JUDICIAL,2016,1,DESIERTA,1
Jaén,Vilches,JUDICIAL,2016,2,DESIERTA,1
Jaén,Vilches,JUDICIAL,2016,3,DESIERTA,1
Jaén,Vilches,JUDICIAL,2016,4,DESIERTA,1
Jaén,Vilches,JUDICIAL,2018,2,DESIERTA,1
Jaén,Vilches,JUDICIAL,2021,2,DESIERTA,1
Jaén,Vilches,JUDICIAL,2022,2,DESIERTA,2
Jaén,Vilches,JUDICIAL,2024,1,DESIERTA,1
Jaén,Vilches,JUDICIAL,2024,1,VENDIDA,1
Jaén,Vilches,JUDICIAL,2024,4,VENDIDA,1
Jaén,Vilches,JUDICIAL,2026,1,CANCELADA,1
Jaén,Vilches,JUDICIAL,2026,2,CANCELADA,2
Jaén,Villacarrilllo,JUDICIAL,2022,4,DESIERTA,1
Jaén,Villacarrillo,AEAT,2021,2,VENDIDA,1
Jaén,Villacarrillo,JUDICIAL,2016,2,DESIERTA,2
Jaén,Villacarrillo,JUDICIAL,2017,2,VENDIDA,1
Jaén,Villacarrillo,JUDICIAL,2017,4,DESIERTA,2
Jaén,Villacarrillo,JUDICIAL,2019,2,DESIERTA,1
Jaén,Villacarrillo,JUDICIAL,2019,4,DESIERTA,1
Jaén,Villacarrillo,JUDICIAL,2020,1,DESIERTA,1
Jaén,Villacarrillo,JUDICIAL,2021,3,DESIERTA,1
Jaén,Villacarrillo,JUDICIAL,2023,2,DESIERTA,1
Jaén,Villacarrillo,JUDICIAL,2023,2,VENDIDA,2
Jaén,Villacarrillo,JUDICIAL,2023,4,DESIERTA,1
Jaén,Villacarrillo,JUDICIAL,2024,1,VENDIDA,1
Jaén,Villacarrillo,JUDICIAL,2024,2,VENDIDA,1
Jaén,Villacarrillo,JUDICIAL,2025,1,VENDIDA,1
Jaén,Villacarrillo,JUDICIAL,2026,1,CANCELADA,6
Jaén,Villacarrillo,JUDICIAL,2026,1,DESIERTA,1
Jaén,Villagordo,JUDICIAL,2021,3,DESIERTA,1
Jaén,Villanueva de la Reina,AEAT,2019,2,DESIERTA,1
Jaén,Villanueva de la Reina,AEAT,2021,3,VENDIDA,1
Jaén,Villanueva de la Reina,AEAT,2024,1,VENDIDA,1
Jaén,Villanueva de la Reina,AEAT,2025,2,VENDIDA,1
Jaén,Villanueva de la Reina,AEAT,2026,1,CANCELADA,1
Jaén,Villanueva de la Reina,JUDICIAL,2017,2,DESIERTA,1
Jaén,Villanueva de la Reina,JUDICIAL,2017,3,VENDIDA,1
Jaén,Villanueva de la Reina,JUDICIAL,2018,1,DESIERTA,1
Jaén,Villanueva de la Reina,JUDICIAL,2018,2,DESIERTA,1
Jaén,Villanueva de la Reina,JUDICIAL,2019,2,DESIERTA,1
Jaén,Villanueva de la Reina,JUDICIAL,2019,4,VENDIDA,1
Jaén,Villanueva de la Reina,JUDICIAL,2020,2,VENDIDA,1
Jaén,Villanueva de la Reina,JUDICIAL,2023,3,DESIERTA,1
Jaén,Villanueva de la Reina,JUDICIAL,2024,1,DESIERTA,1
Jaén,Villanueva de la Reina,JUDICIAL,2024,4,DESIERTA,1
Jaén,Villanueva de la Reina,JUDICIAL,2026,1,CANCELADA,3
Jaén,Villanueva de la Reina,JUDICIAL,2026,1,VENDIDA,1
Jaén,Villanueva de la Reina,JUDICIAL,2026,2,CANCELADA,1
Jaén,Villanueva del Arzobispo,AEAT,2019,2,CANCELADA,1
Jaén,Villanueva del Arzobispo,AEAT,2022,3,VENDIDA,1
Jaén,Villanueva del Arzobispo,AEAT,2024,3,VENDIDA,4
Jaén,Villanueva del Arzobispo,AEAT,2025,1,DESIERTA,2
Jaén,Villanueva del Arzobispo,JUDICIAL,2017,2,VENDIDA,1
Jaén,Villanueva del Arzobispo,JUDICIAL,2018,1,VENDIDA,1
Jaén,Villanueva del Arzobispo,JUDICIAL,2019,1,DESIERTA,1
Jaén,Villanueva del Arzobispo,JUDICIAL,2019,1,VENDIDA,1
Jaén,Villanueva del Arzobispo,JUDICIAL,2019,4,DESIERTA,1
Jaén,Villanueva del Arzobispo,JUDICIAL,2021,1,DESIERTA,1
Jaén,Villanueva del Arzobispo,JUDICIAL,2021,3,DESIERTA,2
Jaén,Villanueva del Arzobispo,JUDICIAL,2022,4,DESIERTA,1
Jaén,Villanueva del Arzobispo,JUDICIAL,2023,2,DESIERTA,1
Jaén,Villanueva del Arzobispo,JUDICIAL,2024,1,VENDIDA,2
Jaén,Villanueva del Arzobispo,JUDICIAL,2024,2,DESIERTA,1
Jaén,Villanueva del Arzobispo,JUDICIAL,2025,1,DESIERTA,1
Jaén,Villanueva del Arzobispo,JUDICIAL,2025,2,DESIERTA,1
Jaén,Villardompardo,JUDICIAL,2016,2,VENDIDA,1
Jaén,Villares (los),AEAT,2021,1,DESIERTA,1
Jaén,Villares (los),AEAT,2023,1,VENDIDA,2
Jaén,Villares (los),AEAT,2024,3,VENDIDA,2
Jaén,Villares (los),AEAT,2025,1,VENDIDA,1
Jaén,Villares (los),AEAT,2026,1,DESIERTA,1
Jaén,Villargordo,JUDICIAL,2017,1,DESIERTA,1
Jaén,Villargordo,JUDICIAL,2018,4,DESIERTA,1
Jaén,Villargordo,JUDICIAL,2024,4,DESIERTA,1
Jaén,Villargordo,JUDICIAL,2025,2,VENDIDA,2
Jaén,Villatorres,AEAT,2024,3,VENDIDA,1
Jaén,Villatorres,JUDICIAL,2022,2,DESIERTA,1
Jaén,Villatorres,JUDICIAL,2026,1,CANCELADA,1
Jaén,Úbeda,JUDICIAL,2017,1,DESIERTA,1
Jaén,Úbeda,JUDICIAL,2017,2,DESIERTA,1
Jaén,Úbeda,JUDICIAL,2020,1,DESIERTA,1
Jaén,Úbeda,JUDICIAL,2021,3,VENDIDA,1
Jaén,Úbeda,JUDICIAL,2021,4,VENDIDA,1
Jaén,Úbeda,JUDICIAL,2024,3,VENDIDA,1
Jaén,Úbeda,JUDICIAL,2026,1,DESIERTA,1
La Rioja,"",AEAT,2019,2,VENDIDA,1
La Rioja,"",AEAT,2020,3,VENDIDA,1
La Rioja,"",AEAT,2021,2,VENDIDA,1
La Rioja,"",AEAT,2022,1,VENDIDA,1
La Rioja,"",AEAT,2023,3,VENDIDA,1
La Rioja,"",JUDICIAL,2016,1,DESIERTA,3
La Rioja,"",JUDICIAL,2016,1,VENDIDA,1
La Rioja,"",JUDICIAL,2016,2,VENDIDA,10
La Rioja,"",JUDICIAL,2016,3,DESIERTA,1
La Rioja,"",JUDICIAL,2016,3,VENDIDA,3
La Rioja,"",JUDICIAL,2016,4,DESIERTA,1
La Rioja,"",JUDICIAL,2016,4,VENDIDA,2
La Rioja,"",JUDICIAL,2017,1,DESIERTA,3
La Rioja,"",JUDICIAL,2017,1,VENDIDA,6
La Rioja,"",JUDICIAL,2017,2,DESIERTA,1
La Rioja,"",JUDICIAL,2017,2,VENDIDA,4
La Rioja,"",JUDICIAL,2017,3,DESIERTA,2
La Rioja,"",JUDICIAL,2017,3,VENDIDA,4
La Rioja,"",JUDICIAL,2017,4,DESIERTA,1
La Rioja,"",JUDICIAL,2017,4,VENDIDA,4
La Rioja,"",JUDICIAL,2018,1,DESIERTA,1
La Rioja,"",JUDICIAL,2018,1,VENDIDA,4
La Rioja,"",JUDICIAL,2018,2,DESIERTA,2
La Rioja,"",JUDICIAL,2018,2,VENDIDA,4
La Rioja,"",JUDICIAL,2018,4,DESIERTA,2
La Rioja,"",JUDICIAL,2018,4,VENDIDA,3
La Rioja,"",JUDICIAL,2019,1,DESIERTA,1
La Rioja,"",JUDICIAL,2019,1,VENDIDA,1
La Rioja,"",JUDICIAL,2019,2,DESIERTA,1
La Rioja,"",JUDICIAL,2019,2,VENDIDA,1
La Rioja,"",JUDICIAL,2019,4,DESIERTA,1
La Rioja,"",JUDICIAL,2019,4,VENDIDA,3
La Rioja,"",JUDICIAL,2020,1,DESIERTA,1
La Rioja,"",JUDICIAL,2020,1,VENDIDA,1
La Rioja,"",JUDICIAL,2020,2,VENDIDA,1
La Rioja,"",JUDICIAL,2020,3,VENDIDA,3
La Rioja,"",JUDICIAL,2021,1,VENDIDA,1
La Rioja,"",JUDICIAL,2022,1,VENDIDA,1
La Rioja,"",JUDICIAL,2022,2,DESIERTA,1
La Rioja,"",JUDICIAL,2022,2,VENDIDA,2
La Rioja,"",JUDICIAL,2022,4,DESIERTA,1
La Rioja,"",JUDICIAL,2022,4,VENDIDA,2
La Rioja,"",JUDICIAL,2023,1,VENDIDA,1
La Rioja,"",JUDICIAL,2023,4,DESIERTA,1
La Rioja,"",JUDICIAL,2024,4,DESIERTA,1
La Rioja,"",JUDICIAL,2024,4,VENDIDA,1
La Rioja,"",JUDICIAL,2025,1,VENDIDA,1
La Rioja,"",JUDICIAL,2025,2,DESIERTA,1
La Rioja,"",JUDICIAL,2025,2,VENDIDA,1
La Rioja,"",JUDICIAL,2026,1,CANCELADA,8
La Rioja,"",JUDICIAL,2026,2,CANCELADA,1
La Rioja,"",JUDICIAL,2026,2,VENDIDA,1
La Rioja,"",NOTARIAL,2017,1,VENDIDA,1
La Rioja,"",NOTARIAL,2017,3,VENDIDA,1
La Rioja,"",NOTARIAL,2017,4,VENDIDA,1
La Rioja,"",NOTARIAL,2018,1,VENDIDA,1
La Rioja,"",NOTARIAL,2018,3,VENDIDA,1
La Rioja,"",NOTARIAL,2018,4,DESIERTA,1
La Rioja,"",NOTARIAL,2019,2,DESIERTA,1
La Rioja,"",NOTARIAL,2019,4,VENDIDA,1
La Rioja,"",NOTARIAL,2022,4,DESIERTA,1
La Rioja,"",NOTARIAL,2022,4,VENDIDA,1
La Rioja,Aalfaro,JUDICIAL,2016,4,DESIERTA,1
La Rioja,Agoncillo,AEAT,2019,2,VENDIDA,1
La Rioja,Agoncillo,AEAT,2020,4,VENDIDA,4
La Rioja,Agoncillo,AEAT,2025,3,VENDIDA,1
La Rioja,Agoncillo,AEAT,2026,3,DESIERTA,1
La Rioja,Agoncillo,JUDICIAL,2017,4,DESIERTA,1
La Rioja,Agoncillo,JUDICIAL,2020,3,DESIERTA,1
La Rioja,Agoncillo,JUDICIAL,2020,4,VENDIDA,1
La Rioja,Agoncillo,JUDICIAL,2024,3,DESIERTA,1
La Rioja,Agoncillo,JUDICIAL,2026,1,VENDIDA,1
La Rioja,Agoncillo,JUDICIAL,2026,2,VENDIDA,1
La Rioja,Aguilar del Rio Alhama,JUDICIAL,2019,1,VENDIDA,1
La Rioja,Albelda,JUDICIAL,2025,2,DESIERTA,1
La Rioja,Albelda de Iregua,AEAT,2021,1,VENDIDA,2
La Rioja,Albelda de Iregua,AEAT,2022,2,DESIERTA,3
La Rioja,Albelda de Iregua,AEAT,2023,1,VENDIDA,1
La Rioja,Albelda de Iregua,AEAT,2025,3,VENDIDA,6
La Rioja,Albelda de Iregua,JUDICIAL,2016,1,DESIERTA,2
La Rioja,Albelda de Iregua,JUDICIAL,2016,2,DESIERTA,1
La Rioja,Albelda de Iregua,JUDICIAL,2016,4,DESIERTA,1
La Rioja,Albelda de Iregua,JUDICIAL,2017,1,DESIERTA,2
La Rioja,Albelda de Iregua,JUDICIAL,2017,2,DESIERTA,1
La Rioja,Albelda de Iregua,JUDICIAL,2017,3,VENDIDA,1
La Rioja,Albelda de Iregua,JUDICIAL,2018,1,VENDIDA,1
La Rioja,Albelda de Iregua,JUDICIAL,2018,2,VENDIDA,1
La Rioja,Albelda de Iregua,JUDICIAL,2019,1,VENDIDA,1
La Rioja,Albelda de Iregua,JUDICIAL,2019,2,DESIERTA,2
La Rioja,Albelda de Iregua,JUDICIAL,2020,3,DESIERTA,1
La Rioja,Albelda de Iregua,JUDICIAL,2021,3,DESIERTA,1
La Rioja,Albelda de Iregua,JUDICIAL,2021,4,DESIERTA,1
La Rioja,Albelda de Iregua,JUDICIAL,2023,1,VENDIDA,1
La Rioja,Albelda de Iregua,JUDICIAL,2023,4,DESIERTA,1
La Rioja,Albelda de Iregua,JUDICIAL,2023,4,VENDIDA,2
La Rioja,Albelda de Iregua,JUDICIAL,2024,2,VENDIDA,1
La Rioja,Albelda de Iregua,JUDICIAL,2025,4,DESIERTA,1
La Rioja,Albelda de Iregua,JUDICIAL,2026,1,CANCELADA,2
La Rioja,Albelda de Iregua,JUDICIAL,2026,2,DESIERTA,1
La Rioja,Alberite,AEAT,2019,2,DESIERTA,1
La Rioja,Alberite,AEAT,2019,2,VENDIDA,1
La Rioja,Alberite,AEAT,2019,3,VENDIDA,4
La Rioja,Alberite,AEAT,2021,1,VENDIDA,1
La Rioja,Alberite,AEAT,2023,1,VENDIDA,1
La Rioja,Alberite,AEAT,2024,3,DESIERTA,1
La Rioja,Alberite,AEAT,2024,3,VENDIDA,2
La Rioja,Alberite,AEAT,2025,1,VENDIDA,1
La Rioja,Alberite,AEAT,2026,3,VENDIDA,1
La Rioja,Alberite,JUDICIAL,2016,2,DESIERTA,1
La Rioja,Alberite,JUDICIAL,2017,2,DESIERTA,1
La Rioja,Alberite,JUDICIAL,2018,2,DESIERTA,2
La Rioja,Alberite,JUDICIAL,2018,4,DESIERTA,1
La Rioja,Alberite,JUDICIAL,2019,1,DESIERTA,1
La Rioja,Alberite,JUDICIAL,2019,1,VENDIDA,1
La Rioja,Alberite,JUDICIAL,2021,2,VENDIDA,1
La Rioja,Alberite,JUDICIAL,2024,1,DESIERTA,1
La Rioja,Alberite,JUDICIAL,2026,1,CANCELADA,3
La Rioja,Alcanadre,JUDICIAL,2021,3,DESIERTA,1
La Rioja,Aldeanueva de Ebro,AEAT,2026,1,CANCELADA,2
La Rioja,Aldeanueva de Ebro,JUDICIAL,2019,1,VENDIDA,1
La Rioja,Aldeanueva de Ebro,JUDICIAL,2021,3,VENDIDA,1
La Rioja,Aldeanueva de Ebro,JUDICIAL,2023,1,VENDIDA,1
La Rioja,Alesanco,AEAT,2020,2,DESIERTA,1
La Rioja,Alesanco,AEAT,2022,3,VENDIDA,2
La Rioja,Alesanco,AEAT,2024,1,VENDIDA,3
La Rioja,Alesanco,JUDICIAL,2016,2,DESIERTA,1
La Rioja,Alesanco,JUDICIAL,2017,4,DESIERTA,1
La Rioja,Alesanco,JUDICIAL,2019,1,DESIERTA,1
La Rioja,Alesanco,JUDICIAL,2019,2,VENDIDA,1
La Rioja,Alesanco,JUDICIAL,2021,1,DESIERTA,1
La Rioja,Alesanco,JUDICIAL,2021,3,VENDIDA,1
La Rioja,Alesanco,JUDICIAL,2022,2,DESIERTA,1
La Rioja,Aleson,JUDICIAL,2017,2,DESIERTA,1
La Rioja,Aleson,JUDICIAL,2017,4,VENDIDA,1
La Rioja,Alfaro,AEAT,2020,3,VENDIDA,1
La Rioja,Alfaro,AEAT,2021,2,VENDIDA,5
La Rioja,Alfaro,AEAT,2021,3,VENDIDA,1
La Rioja,Alfaro,AEAT,2022,1,VENDIDA,1
La Rioja,Alfaro,AEAT,2022,2,VENDIDA,1
La Rioja,Alfaro,AEAT,2024,3,VENDIDA,2
La Rioja,Alfaro,AEAT,2025,3,VENDIDA,1
La Rioja,Alfaro,JUDICIAL,2016,1,VENDIDA,1
La Rioja,Alfaro,JUDICIAL,2016,3,DESIERTA,1
La Rioja,Alfaro,JUDICIAL,2017,1,DESIERTA,1
La Rioja,Alfaro,JUDICIAL,2018,2,VENDIDA,1
La Rioja,Alfaro,JUDICIAL,2018,4,DESIERTA,1
La Rioja,Alfaro,JUDICIAL,2019,2,DESIERTA,1
La Rioja,Alfaro,JUDICIAL,2020,3,VENDIDA,1
La Rioja,Alfaro,JUDICIAL,2020,4,DESIERTA,1
La Rioja,Alfaro,JUDICIAL,2020,4,VENDIDA,1
La Rioja,Alfaro,JUDICIAL,2021,1,DESIERTA,1
La Rioja,Alfaro,JUDICIAL,2021,2,DESIERTA,1
La Rioja,Alfaro,JUDICIAL,2021,4,DESIERTA,1
La Rioja,Alfaro,JUDICIAL,2022,1,DESIERTA,1
La Rioja,Alfaro,JUDICIAL,2022,2,DESIERTA,1
La Rioja,Alfaro,JUDICIAL,2023,1,VENDIDA,1
La Rioja,Alfaro,JUDICIAL,2024,1,DESIERTA,1
La Rioja,Alfaro,JUDICIAL,2024,4,DESIERTA,1
La Rioja,Alfaro,JUDICIAL,2026,1,CANCELADA,2
La Rioja,Alfaro,JUDICIAL,2026,2,CANCELADA,1
La Rioja,Anguciana,AEAT,2021,2,DESIERTA,1
La Rioja,Anguciana,AEAT,2022,2,VENDIDA,1
La Rioja,Anguciana,JUDICIAL,2017,2,DESIERTA,1
La Rioja,Anguciana,JUDICIAL,2022,2,DESIERTA,1
La Rioja,Anguciana,JUDICIAL,2024,2,VENDIDA,1
La Rioja,Anguciana,JUDICIAL,2025,1,DESIERTA,1
La Rioja,Anguciana,JUDICIAL,2025,2,DESIERTA,1
La Rioja,Anguciana,JUDICIAL,2026,1,DESIERTA,1
La Rioja,Anguiano,AEAT,2022,2,VENDIDA,3
La Rioja,Anguiano,AEAT,2023,2,VENDIDA,10
La Rioja,Anguiano,AEAT,2025,3,DESIERTA,1
La Rioja,Anguiano,AEAT,2025,3,VENDIDA,2
La Rioja,Anguiano,JUDICIAL,2024,4,VENDIDA,1
La Rioja,Arenzana de Abajo,AEAT,2025,2,VENDIDA,4
La Rioja,Arenzana de Abajo,JUDICIAL,2018,1,DESIERTA,1
La Rioja,Arenzana de Arriba,JUDICIAL,2018,3,DESIERTA,1
La Rioja,Arnedillo,AEAT,2024,3,VENDIDA,1
La Rioja,Arnedillo,JUDICIAL,2018,3,DESIERTA,1
La Rioja,Arnedillo,JUDICIAL,2021,4,DESIERTA,1
La Rioja,Arnedillo,JUDICIAL,2022,4,VENDIDA,1
La Rioja,Arnedo,JUDICIAL,2016,4,DESIERTA,1
La Rioja,Arnedo,JUDICIAL,2017,1,DESIERTA,1
La Rioja,Arnedo,JUDICIAL,2018,1,VENDIDA,1
La Rioja,Arnedo,JUDICIAL,2020,1,VENDIDA,1
La Rioja,Arnedo,JUDICIAL,2020,4,VENDIDA,1
La Rioja,Arnedo,JUDICIAL,2021,1,DESIERTA,1
La Rioja,Arnedo,JUDICIAL,2021,1,VENDIDA,1
La Rioja,Arnedo,JUDICIAL,2021,2,DESIERTA,1
La Rioja,Arnedo,JUDICIAL,2021,4,DESIERTA,1
La Rioja,Arnedo,JUDICIAL,2022,1,DESIERTA,3
La Rioja,Arnedo,JUDICIAL,2022,4,VENDIDA,1
La Rioja,Arnedo,JUDICIAL,2023,3,DESIERTA,2
La Rioja,Arnedo,JUDICIAL,2023,4,VENDIDA,1
La Rioja,Arnedo,JUDICIAL,2024,2,DESIERTA,1
La Rioja,Arnedo,JUDICIAL,2024,4,DESIERTA,2
La Rioja,Arnedo,JUDICIAL,2025,1,DESIERTA,1
La Rioja,Arnedo,JUDICIAL,2026,1,CANCELADA,3
La Rioja,Arnedo,JUDICIAL,2026,2,DESIERTA,1
La Rioja,Arnedo,JUDICIAL,2026,2,VENDIDA,1
La Rioja,Arnedo.,AEAT,2019,3,DESIERTA,2
La Rioja,Arnedo.,AEAT,2019,3,VENDIDA,5
La Rioja,Arnedo.,AEAT,2020,4,VENDIDA,1
